Division,Line,Week Ending,Cost of Goods,Revenue,Sales Volume,Unit Cost,Unit Price,Discounted Unit Price,Banner Ad (Impressions),Paid Search (Impressions),Flyer (Pages),Newspaper (Pages)
1,1012,39452,0,0,0,332.3784,449.16,359.328,1022,3465,0.000414,0
1,1012,39459,0,0,0,332.3784,440.1768,374.15028,880,2769,0.007526,0
1,1012,39466,0,0,0,332.3784,440.1768,330.1326,817,0,0.045011,0
1,1012,39473,0,0,0,332.3784,431.1936,344.95488,672,1132,0.035511,0
1,1012,39480,0,0,0,332.3784,462.6348,370.10784,551,13,0.094512,0
1,1012,39487,0,0,0,332.3784,440.1768,308.12376,527,7,0.009136,0
1,1012,39494,0,0,0,332.3784,444.6684,311.26788,409,16,0.000169,0
1,1012,39501,0,0,0,332.3784,458.1432,320.70024,364,8,0.00009,0
1,1012,39508,0,0,0,332.3784,471.618,448.0371,335,17,0.000128,0
1,1012,39515,0,0,0,332.3784,431.1936,344.95488,266,4825,0.000116,0
1,1012,39522,0,0,0,332.3784,458.1432,458.1432,209,864,0.000237,0
1,1012,39529,0,0,0,332.3784,435.6852,348.54816,350,10,0.045522,0
1,1012,39536,0,0,0,332.3784,444.6684,400.20156,1071,1815,0.010415,0
1,1012,39543,0,0,0,332.3784,458.1432,343.6074,964,6,0.000134,0
1,1012,39550,0,0,0,332.3784,462.6348,439.50306,891,3558,0.025221,0
1,1012,39557,0,0,0,332.3784,435.6852,348.54816,763,1185,0.00007,0
1,1012,39564,0,0,0,332.3784,458.1432,343.6074,599,3,0.048751,0
1,1012,39571,0,0,0,332.3784,471.618,424.4562,503,9,0.011742,0
1,1012,39578,0,0,0,332.3784,431.1936,366.51456,418,42,0.000037,0
1,1012,39585,0,0,0,332.3784,435.6852,348.54816,415,15,0.000124,0
1,1012,39592,0,0,0,332.3784,431.1936,431.1936,337,19,0.0004,0
1,1012,39599,0,0,0,332.3784,440.1768,352.14144,284,100,0.000186,0
1,1012,39606,0,0,0,332.3784,458.1432,458.1432,264,184,0.000206,0
1,1012,39613,0,0,0,332.3784,440.1768,352.14144,196,1025,0.001125,0
1,1012,39620,0,0,0,332.3784,444.6684,444.6684,195,4724,0.001704,0
1,1012,39627,0,0,0,332.3784,453.6516,453.6516,821,9613,0.012509,0
1,1012,39634,0,0,0,332.3784,458.1432,343.6074,827,22123,0.037792,0
1,1012,39641,0,0,0,332.3784,426.702,362.6967,688,7498,0.07816,0
1,1012,39648,0,0,0,332.3784,431.1936,388.07424,631,5998,0.294985,0
1,1012,39655,0,0,0,332.3784,431.1936,409.63392,566,1726,0.102717,0
1,1012,39662,0,0,0,332.3784,453.6516,408.28644,531,6089,0.04877,0
1,1012,39669,0,0,0,332.3784,431.1936,409.63392,461,1411,0.015551,0
1,1012,39676,0,0,0,332.3784,426.702,320.0265,365,37,0.069198,0.000458
1,1012,39683,0,0,0,332.3784,431.1936,366.51456,327,32,0.017007,0.000762
1,1012,39690,0,0,0,332.3784,435.6852,370.33242,282,58,0.00039,0
1,1012,39697,0,0,0,332.3784,471.618,353.7135,250,36,0.000262,0
1,1012,39704,0,0,0,332.3784,471.618,400.8753,200,9,0.00061,0
1,1012,39711,0,0,0,332.3784,426.702,426.702,155,24,0.00042,0
1,1012,39718,0,0,0,332.3784,431.1936,431.1936,829,33,0.000121,0
1,1012,39725,0,0,0,332.3784,444.6684,355.73472,716,43,0.000232,0
1,1012,39732,0,0,0,332.3784,449.16,359.328,526,22,0.000265,0
1,1012,39739,0,0,0,332.3784,453.6516,362.92128,549,35,0.000406,0
1,1012,39746,0,0,0,332.3784,449.16,381.786,410,8,0.000306,0
1,1012,39753,0,0,0,332.3784,453.6516,340.2387,395,0,0.000334,0
1,1012,39760,0,0,0,332.3784,449.16,381.786,319,0,0.000072,0
1,1012,39767,0,0,0,332.3784,458.1432,320.70024,298,0,0,0
1,1012,39774,0,0,0,332.3784,471.618,377.2944,222,0,0,0
1,1012,39781,0,0,0,332.3784,453.6516,408.28644,209,4,0.000004,0
1,1012,39788,0,0,0,332.3784,440.1768,308.12376,190,0,0.000008,0.00016
1,1012,39795,0,0,0,332.3784,431.1936,344.95488,142,272,0.000033,0.000167
1,1012,39802,0,0,0,332.3784,440.1768,440.1768,127,103,0.000005,0.000008
1,1012,39809,332.3784,388.07424,1,332.3784,431.1936,388.07424,810,8392,0.003284,0
1,1012,39816,0,0,0,332.3784,440.1768,418.16796,706,28,0.001323,0
1,1012,39823,0,0,0,332.3784,467.261148,397.1719758,596,164,0.069359,0
1,1012,39830,0,0,0,332.3784,462.6348,416.37132,579,163,0.000287,0
1,1012,39837,0,0,0,332.3784,467.261148,350.445861,503,145,0.001348,0
1,1012,39844,0,0,0,332.3784,485.76654,485.76654,387,86,0.001964,0
1,1012,39851,0,0,0,332.3784,462.6348,346.9761,311,77,0.001252,0
1,1012,39858,0,0,0,332.3784,471.887496,353.915622,255,35,0.000695,0
1,1012,39865,0,0,0,332.3784,439.50306,395.552754,217,53,0.000597,0
1,1012,39872,0,0,0,332.3784,453.382104,408.0438936,196,43,0.000448,0
1,1012,39879,0,0,0,332.3784,439.50306,373.577601,182,56,0.000497,0
1,1012,39886,0,0,0,332.3784,485.76654,388.613232,141,5285,0.000348,0
1,1012,39893,0,0,0,332.3784,481.140192,336.7981344,124,72,0.000659,0
1,1012,39900,0,0,0,332.3784,485.76654,485.76654,885,68,0.041946,0
1,1012,39907,0,0,0,332.3784,453.382104,453.382104,1035,5841,0.000564,0
1,1012,39914,0,0,0,332.3784,481.140192,408.9691632,884,4549,0.000586,0
1,1012,39921,0,0,0,332.3784,467.261148,350.445861,669,3524,0.067922,0
1,1012,39928,0,0,0,332.3784,467.261148,373.8089184,564,918,0.03991,0
1,1012,39935,0,0,0,332.3784,485.76654,412.901559,577,2940,0.045182,0
1,1012,39942,0,0,0,332.3784,448.755756,403.8801804,484,6952,0.008201,0
1,1012,39949,0,0,0,332.3784,476.513844,357.385383,358,4950,0.036302,0
1,1012,39956,0,0,0,332.3784,462.6348,393.23958,357,11451,0.089139,0
1,1012,39963,0,0,0,332.3784,462.6348,370.10784,294,324,0.06875,0
1,1012,39970,0,0,0,332.3784,444.129408,421.9229376,257,1650,0.114514,0
1,1012,39977,0,0,0,332.3784,485.76654,412.901559,237,9680,0.003959,0
1,1012,39984,0,0,0,332.3784,471.887496,353.915622,188,23469,0.019891,0
1,1012,39991,0,0,0,332.3784,444.129408,310.8905856,1104,161,0.09133,0
1,1012,39998,0,0,0,332.3784,476.513844,333.5596908,886,883,0.186269,0
1,1012,40005,0,0,0,332.3784,476.513844,405.0367674,739,4102,0.001388,0
1,1012,40012,0,0,0,332.3784,453.382104,430.7129988,578,571,0.007123,0
1,1012,40019,0,0,0,332.3784,453.382104,340.036578,596,70,0.039446,0
1,1012,40026,0,0,0,332.3784,458.008452,435.1080294,485,85,0.005953,0
1,1012,40033,0,0,0,332.3784,453.382104,362.7056832,370,128,0.000567,0
1,1012,40040,0,0,0,332.3784,467.261148,373.8089184,353,83,0.000673,0
1,1012,40047,0,0,0,332.3784,458.008452,412.2076068,267,71,0.001328,0.000785
1,1012,40054,0,0,0,332.3784,458.008452,366.4067616,249,2370,0.000705,0.000796
1,1012,40061,0,0,0,332.3784,444.129408,444.129408,219,13581,0.000911,0
1,1012,40068,0,0,0,332.3784,481.140192,457.0831824,193,2515,0.02079,0
1,1012,40075,0,0,0,332.3784,471.887496,471.887496,166,27,0.141477,0
1,1012,40082,0,0,0,332.3784,481.140192,360.855144,857,50,0.020964,0
1,1012,40089,0,0,0,332.3784,471.887496,330.3212472,937,84,0.000246,0
1,1012,40096,0,0,0,332.3784,453.382104,317.3674728,795,140,0.000591,0
1,1012,40103,0,0,0,332.3784,462.6348,416.37132,580,127,0.000825,0
1,1012,40110,0,0,0,332.3784,476.513844,428.8624596,546,106,0.001161,0
1,1012,40117,0,0,0,332.3784,444.129408,333.097056,455,26,0.001003,0
1,1012,40124,0,0,0,332.3784,462.6348,323.84436,411,0,0.001071,0
1,1012,40131,0,0,0,332.3784,448.755756,403.8801804,360,0,0.000213,0
1,1012,40138,0,0,0,332.3784,485.76654,485.76654,264,0,0,0
1,1012,40145,0,0,0,332.3784,462.6348,393.23958,250,4,0,0
1,1012,40152,0,0,0,332.3784,462.6348,346.9761,211,18,0.000012,0
1,1012,40159,0,0,0,332.3784,481.140192,433.0261728,167,3,0.000038,0.000778
1,1012,40166,0,0,0,332.3784,467.261148,420.5350332,419,10600,0.000149,0.000518
1,1012,40173,0,0,0,332.3784,448.755756,426.3179682,1178,15494,0.000036,0.000075
1,1012,40180,0,0,0,332.3784,439.50306,373.577601,1018,4477,0.135901,0
1,1015,39452,5995.5876,6661.764,18,333.0882,411.22,370.098,951,3498,0.127003,0
1,1015,39459,4996.323,6094.2804,15,333.0882,427.6688,406.28536,801,8542,0.047638,0
1,1015,39466,4330.1466,4715.04852,13,333.0882,402.9956,362.69604,675,2731,0.034984,0
1,1015,39473,4330.1466,5292.4014,13,333.0882,407.1078,407.1078,646,12115,0.065713,0
1,1015,39480,3997.0584,4983.9864,12,333.0882,415.3322,415.3322,501,14737,0.025765,0
1,1015,39487,6328.6758,6774.02706,19,333.0882,419.4444,356.52774,436,15316,0.113228,0
1,1015,39494,11658.087,12953.43,35,333.0882,411.22,370.098,455,2808,0.137734,0
1,1015,39501,4663.2348,4697.77728,14,333.0882,419.4444,335.55552,342,77,0.184531,0
1,1015,39508,3330.882,3635.1848,10,333.0882,427.6688,363.51848,283,88,0.027263,0
1,1015,39515,2997.7938,3515.931,9,333.0882,390.659,390.659,276,125,0.000933,0
1,1015,39522,6328.6758,5578.61052,19,333.0882,419.4444,293.61108,206,8871,0.0009,0
1,1015,39529,5329.4112,5862.35232,16,333.0882,407.1078,366.39702,327,1078,0.001474,0
1,1015,39536,4663.2348,4447.3443,14,333.0882,423.5566,317.66745,1082,156,0.081393,0
1,1015,39543,7327.9404,6396.11588,22,333.0882,415.3322,290.73254,906,12452,0.011476,0
1,1015,39550,3997.0584,4885.2936,12,333.0882,407.1078,407.1078,784,3561,0.001492,0
1,1015,39557,7994.1168,7327.9404,24,333.0882,407.1078,305.33085,734,4750,0.100423,0
1,1015,39564,4330.1466,5399.3186,13,333.0882,415.3322,415.3322,574,666,0.040021,0
1,1015,39571,3330.882,3460.4163,10,333.0882,407.1078,346.04163,508,0,0.041309,0
1,1015,39578,10325.7342,11269.07288,31,333.0882,427.6688,363.51848,484,7809,0.009127,0
1,1015,39585,4663.2348,4942.45318,14,333.0882,415.3322,353.03237,381,3791,0.035004,0
1,1015,39592,3663.9702,4030.36722,11,333.0882,407.1078,366.39702,344,122,0.09409,0
1,1015,39599,2997.7938,3364.19082,9,333.0882,415.3322,373.79898,270,124,0.034161,0
1,1015,39606,6994.8522,8290.1952,21,333.0882,394.7712,394.7712,259,2522,0.001154,0
1,1015,39613,11991.1752,10155.48912,36,333.0882,402.9956,282.09692,214,6561,0.001111,0
1,1015,39620,5329.4112,5210.97984,16,333.0882,407.1078,325.68624,194,7149,0.023139,0
1,1015,39627,5662.4994,6060.97158,17,333.0882,419.4444,356.52774,812,7459,0.057557,0
1,1015,39634,8993.3814,7461.17568,27,333.0882,394.7712,276.33984,881,15177,0.057199,0
1,1015,39641,8993.3814,7694.33742,27,333.0882,407.1078,284.97546,811,25508,0.069071,0
1,1015,39648,6661.764,8125.7072,20,333.0882,427.6688,406.28536,605,7383,0.213774,0
1,1015,39655,9326.4696,10178.51744,28,333.0882,427.6688,363.51848,611,8762,0.277262,0
1,1015,39662,5329.4112,5872.2216,16,333.0882,431.781,367.01385,438,2745,0.099771,0
1,1015,39669,5329.4112,6250.544,16,333.0882,411.22,390.659,428,15653,0.085905,0
1,1015,39676,3997.0584,5082.6792,12,333.0882,423.5566,423.5566,336,3902,0.025659,0
1,1015,39683,9659.5578,9212.35605,29,333.0882,423.5566,317.66745,289,13277,0.134943,0.001182
1,1015,39690,5662.4994,6543.33264,17,333.0882,427.6688,384.90192,247,17019,0.047024,0.001455
1,1015,39697,7327.9404,8142.156,22,333.0882,411.22,370.098,215,18072,0.165968,0
1,1015,39704,7327.9404,7382.22144,22,333.0882,419.4444,335.55552,216,5044,0.132968,0
1,1015,39711,5995.5876,7031.862,18,333.0882,390.659,390.659,157,8787,0.157153,0
1,1015,39718,6661.764,7578.7846,20,333.0882,398.8834,378.93923,836,24962,0.062273,0
1,1015,39725,5662.4994,6102.91602,17,333.0882,398.8834,358.99506,729,6035,0.074473,0
1,1015,39732,6661.764,6711.1104,20,333.0882,394.7712,335.55552,520,159,0.20977,0
1,1015,39739,5662.4994,6001.55029,17,333.0882,415.3322,353.03237,544,4393,0.068587,0
1,1015,39746,6994.8522,5863.58598,21,333.0882,398.8834,279.21838,414,17012,0.002217,0
1,1015,39753,6328.6758,5359.84148,19,333.0882,402.9956,282.09692,347,2998,0.034871,0
1,1015,39760,4663.2348,5814.6508,14,333.0882,415.3322,415.3322,326,0,0.200145,0
1,1015,39767,3663.9702,3948.94566,11,333.0882,398.8834,358.99506,296,0,0.029114,0
1,1015,39774,1665.441,2050.95975,5,333.0882,431.781,410.19195,224,1,0,0
1,1015,39781,23649.2622,24058.01488,71,333.0882,423.5566,338.84528,226,6,0,0
1,1015,39788,5329.4112,5053.07136,16,333.0882,394.7712,315.81696,199,26,0.000023,0
1,1015,39795,2664.7056,3250.28288,8,333.0882,427.6688,406.28536,161,8,0.000074,0.001651
1,1015,39802,16654.41,16284.312,50,333.0882,407.1078,325.68624,149,1353,0.000273,0.001224
1,1015,39809,46965.4362,45457.90368,141,333.0882,402.9956,322.39648,818,798,0.000073,0.000153
1,1015,39816,7661.0286,7490.78352,23,333.0882,407.1078,325.68624,698,5403,0.013809,0
1,1015,39823,2664.7056,3187.77744,8,333.0882,419.4444,398.47218,704,31,0.0076,0
1,1015,39830,3330.882,3737.249604,10,333.0882,415.249956,373.7249604,562,73,0.046583,0
1,1015,39837,2331.6174,2817.198313,7,333.0882,423.638844,402.4569018,498,94,0.000249,0
1,1015,39844,2331.6174,2872.984418,7,333.0882,432.027732,410.4263454,387,82,0.000708,0
1,1015,39851,3997.0584,4439.39953,12,333.0882,411.055512,369.9499608,324,46,0.001296,0
1,1015,39858,8660.2932,10774.68775,26,333.0882,436.222176,414.4110672,261,27,0.001082,0
1,1015,39865,2331.6174,2900.87747,7,333.0882,436.222176,414.4110672,212,47,0.000507,0
1,1015,39872,2331.6174,2906.749692,7,333.0882,415.249956,415.249956,216,37,0.000249,0
1,1015,39879,2331.6174,2748.199709,7,333.0882,436.222176,392.5999584,184,18,0.000389,0
1,1015,39886,2331.6174,2906.749692,7,333.0882,415.249956,415.249956,158,52,0.000417,0
1,1015,39893,3997.0584,3558.56629,12,333.0882,423.638844,296.5471908,116,73,0.000261,0
1,1015,39900,2331.6174,2774.624706,7,333.0882,440.41662,396.374958,885,42,0.000489,0
1,1015,39907,3330.882,3355.5552,10,333.0882,419.4444,335.55552,997,35,0.00086,0
1,1015,39914,5662.4994,5401.395261,17,333.0882,423.638844,317.729133,817,43,0.000412,0
1,1015,39921,2997.7938,3080.399674,9,333.0882,402.666624,342.2666304,740,11,0.000428,0
1,1015,39928,3997.0584,3850.499592,12,333.0882,427.833288,320.874966,576,38,0.000615,0
1,1015,39935,6328.6758,7044.988142,19,333.0882,436.222176,370.7888496,529,106,0.000092,0
1,1015,39942,7661.0286,9164.86014,23,333.0882,398.47218,398.47218,415,5,0.000409,0
1,1015,39949,2997.7938,2989.799683,9,333.0882,415.249956,332.1999648,402,33,0.001317,0
1,1015,39956,2664.7056,2989.799683,8,333.0882,415.249956,373.7249604,375,108,0.00007,0
1,1015,39963,2664.7056,2791.821926,8,333.0882,436.222176,348.9777408,285,31,0.000395,0
1,1015,39970,3997.0584,5284.99944,12,333.0882,440.41662,440.41662,269,25,0.001426,0
1,1015,39977,6994.8522,7258.065898,21,333.0882,432.027732,345.6221856,233,177,0.000299,0
1,1015,39984,3997.0584,3946.132915,12,333.0882,411.055512,328.8444096,190,410,0.000275,0
1,1015,39991,2997.7938,3693.837109,9,333.0882,432.027732,410.4263454,959,469,0.002432,0
1,1015,39998,3330.882,3623.999616,10,333.0882,402.666624,362.3999616,860,71,0.004769,0
1,1015,40005,3663.9702,4000.241243,11,333.0882,427.833288,363.6582948,747,129,0.004996,0
1,1015,40012,3663.9702,3321.999648,11,333.0882,402.666624,301.999968,629,36,0.000651,0
1,1015,40019,3330.882,3288.444096,10,333.0882,411.055512,328.8444096,542,35,0.001117,0
1,1015,40026,2664.7056,3389.110752,8,333.0882,423.638844,423.638844,485,31,0.000297,0
1,1015,40033,2664.7056,3124.021891,8,333.0882,411.055512,390.5027364,426,32,0.0003,0
1,1015,40040,2997.7938,3080.399674,9,333.0882,427.833288,342.2666304,326,44,0.000305,0
1,1015,40047,3663.9702,3321.999648,11,333.0882,402.666624,301.999968,308,28,0.000384,0
1,1015,40054,3997.0584,3986.399578,12,333.0882,415.249956,332.1999648,261,55,0.000489,0.00022
1,1015,40061,4996.323,5435.999424,15,333.0882,402.666624,362.3999616,207,22,0.00032,0.000238
1,1015,40068,3330.882,3600.930174,10,333.0882,423.638844,360.0930174,193,117,0.000505,0
1,1015,40075,3663.9702,3843.369037,11,333.0882,411.055512,349.3971852,152,102,0.000291,0
1,1015,40082,3330.882,2994.833016,10,333.0882,427.833288,299.4833016,857,6,0.00129,0
1,1015,40089,4330.1466,3816.94404,13,333.0882,419.4444,293.61108,893,40,0.000866,0
1,1015,40096,3663.9702,3598.832952,11,333.0882,436.222176,327.166632,691,44,0.000083,0
1,1015,40103,4996.323,4404.1662,15,333.0882,419.4444,293.61108,637,86,0.000309,0
1,1015,40110,2664.7056,3092.144117,8,333.0882,406.861068,386.5180146,487,34,0.000408,0
1,1015,40117,2997.7938,3397.49964,9,333.0882,419.4444,377.49996,487,106,0.000766,0
1,1015,40124,4996.323,5605.874406,15,333.0882,415.249956,373.7249604,353,16,0.000471,0
1,1015,40131,3663.9702,4558.521739,11,333.0882,436.222176,414.4110672,317,0,0.000976,0
1,1015,40138,2997.7938,2887.874694,9,333.0882,427.833288,320.874966,301,0,0.000129,0
1,1015,40145,17653.6746,21007.87277,53,333.0882,440.41662,396.374958,257,2,0,0
1,1015,40152,2997.7938,3329.549647,9,333.0882,411.055512,369.9499608,215,4,0,0
1,1015,40159,5662.4994,5757.923001,17,333.0882,398.47218,338.701353,181,15,0.000019,0
1,1015,40166,17320.5864,17012.66486,52,333.0882,436.222176,327.166632,411,2,0.000034,0.000809
1,1015,40173,27313.2324,26139.77501,82,333.0882,398.47218,318.777744,1238,499,0.000139,0.000605
1,1015,40180,6661.764,6048.388248,20,333.0882,432.027732,302.4194124,956,402,0.000026,0.000047
1,1020,39452,0,0,0,471.9428,592.8062,592.8062,1092,210,0.006243,0
1,1020,39459,0,0,0,471.9428,604.317,513.66945,792,33,0.003323,0
1,1020,39466,0,0,0,471.9428,552.5184,524.89248,735,180,0.002805,0
1,1020,39473,0,0,0,471.9428,587.0508,587.0508,691,1180,0.000265,0
1,1020,39480,0,0,0,471.9428,604.317,574.10115,567,7991,0.001422,0
1,1020,39487,0,0,0,471.9428,575.54,489.209,508,1825,0.010178,0
1,1020,39494,0,0,0,471.9428,592.8062,414.96434,446,76,0.090817,0
1,1020,39501,0,0,0,471.9428,604.317,483.4536,328,85,0.025355,0
1,1020,39508,0,0,0,471.9428,587.0508,440.2881,308,93,0.000679,0
1,1020,39515,0,0,0,471.9428,552.5184,497.26656,263,68,0.000673,0
1,1020,39522,0,0,0,471.9428,575.54,402.878,241,92,0.000831,0
1,1020,39529,0,0,0,471.9428,575.54,517.986,343,157,0.000657,0
1,1020,39536,0,0,0,471.9428,564.0292,535.82774,1037,64,0.001134,0
1,1020,39543,0,0,0,471.9428,564.0292,423.0219,916,60,0.001593,0
1,1020,39550,0,0,0,471.9428,552.5184,414.3888,751,121,0.000522,0
1,1020,39557,0,0,0,471.9428,569.7846,398.84922,777,26,0.000801,0
1,1020,39564,0,0,0,471.9428,569.7846,569.7846,568,12270,0.001217,0
1,1020,39571,0,0,0,471.9428,564.0292,423.0219,477,1980,0.00025,0
1,1020,39578,0,0,0,471.9428,546.763,464.74855,440,17,0.095864,0
1,1020,39585,0,0,0,471.9428,592.8062,503.88527,393,187,0.027129,0
1,1020,39592,0,0,0,471.9428,546.763,519.42485,321,2067,0.000135,0
1,1020,39599,0,0,0,471.9428,552.5184,469.64064,295,10694,0.002342,0
1,1020,39606,0,0,0,471.9428,575.54,460.432,251,1356,0.028722,0
1,1020,39613,0,0,0,471.9428,575.54,402.878,198,332,0.106941,0
1,1020,39620,0,0,0,471.9428,558.2738,418.70535,161,877,0.019374,0
1,1020,39627,0,0,0,471.9428,592.8062,592.8062,821,1652,0.004616,0
1,1020,39634,0,0,0,471.9428,587.0508,528.34572,801,2587,0.00763,0
1,1020,39641,0,0,0,471.9428,546.763,437.4104,811,3670,0.02327,0
1,1020,39648,0,0,0,471.9428,552.5184,524.89248,664,1100,0.03317,0
1,1020,39655,0,0,0,471.9428,592.8062,592.8062,543,37,0.031376,0
1,1020,39662,0,0,0,471.9428,558.2738,474.53273,453,104,0.012097,0
1,1020,39669,0,0,0,471.9428,592.8062,414.96434,423,49,0.000505,0
1,1020,39676,0,0,0,471.9428,592.8062,533.52558,354,144,0.000822,0
1,1020,39683,0,0,0,471.9428,581.2954,465.03632,286,85,0.000702,0
1,1020,39690,0,0,0,471.9428,604.317,574.10115,282,86,0.00152,0.000655
1,1020,39697,0,0,0,471.9428,604.317,513.66945,222,2606,0.000811,0.000969
1,1020,39704,0,0,0,471.9428,587.0508,498.99318,198,11583,0.001092,0
1,1020,39711,0,0,0,471.9428,569.7846,455.82768,157,2668,0.025062,0
1,1020,39718,0,0,0,471.9428,604.317,483.4536,774,42,0.128705,0
1,1020,39725,0,0,0,471.9428,587.0508,528.34572,702,10288,0.03032,0
1,1020,39732,0,0,0,471.9428,558.2738,530.36011,618,6017,0.000338,0
1,1020,39739,0,0,0,471.9428,598.5616,448.9212,469,8911,0.144915,0
1,1020,39746,0,0,0,471.9428,546.763,437.4104,423,2439,0.076177,0
1,1020,39753,0,0,0,471.9428,564.0292,564.0292,399,1957,0.12552,0
1,1020,39760,0,0,0,471.9428,552.5184,524.89248,322,414,0.020161,0
1,1020,39767,0,0,0,471.9428,552.5184,386.76288,284,0,0.016174,0
1,1020,39774,0,0,0,471.9428,598.5616,478.84928,253,0,0.003837,0
1,1020,39781,0,0,0,471.9428,587.0508,498.99318,223,2,0,0
1,1020,39788,0,0,0,471.9428,564.0292,394.82044,166,4,0,0
1,1020,39795,0,0,0,471.9428,598.5616,538.70544,169,14,0.000024,0
1,1020,39802,0,0,0,471.9428,558.2738,558.2738,138,2,0.000044,0.001089
1,1020,39809,0,0,0,471.9428,546.763,382.7341,765,700,0.000126,0.000379
1,1020,39816,0,0,0,471.9428,604.317,513.66945,736,506,0.000025,0.00005
1,1020,39823,0,0,0,471.9428,622.44651,529.0795335,672,16291,0.009211,0
1,1020,39830,0,0,0,471.9428,580.14432,435.10824,557,6492,0.005272,0
1,1020,39837,0,0,0,471.9428,622.44651,560.201859,489,17771,0.152255,0
1,1020,39844,0,0,0,471.9428,574.10115,487.9859775,425,7830,0.07295,0
1,1020,39851,0,0,0,471.9428,622.44651,622.44651,357,12947,0.145666,0
1,1020,39858,0,0,0,471.9428,622.44651,560.201859,289,20548,0.107264,0
1,1020,39865,0,0,0,471.9428,598.27383,568.3601385,212,33835,0.184966,0
1,1020,39872,0,0,0,471.9428,616.40334,431.482338,214,38753,0.193858,0
1,1020,39879,0,0,0,471.9428,586.18749,439.6406175,184,73922,0.356162,0
1,1020,39886,0,0,0,471.9428,616.40334,431.482338,150,29329,0.300412,0
1,1020,39893,0,0,0,471.9428,634.53285,602.8062075,131,59875,0.724727,0
1,1020,39900,0,0,0,471.9428,574.10115,430.5758625,877,42350,0.23653,0
1,1020,39907,0,0,0,471.9428,634.53285,539.3529225,1016,15407,0.498962,0
1,1020,39914,0,0,0,471.9428,634.53285,539.3529225,859,15809,0.347139,0
1,1020,39921,0,0,0,471.9428,616.40334,493.122672,690,0,0.205428,0
1,1020,39928,0,0,0,471.9428,592.23066,503.396061,583,42612,0.175657,0
1,1020,39935,0,0,0,471.9428,598.27383,448.7053725,524,87220,0.354612,0
1,1020,39942,0,0,0,471.9428,604.317,543.8853,480,16260,0.361124,0
1,1020,39949,0,0,0,471.9428,622.44651,591.3241845,378,73,0.863574,0
1,1020,39956,0,0,0,471.9428,622.44651,529.0795335,320,2790,0.169384,0
1,1020,39963,0,0,0,471.9428,610.36017,457.7701275,282,26135,0.000638,0
1,1020,39970,0,0,0,471.9428,622.44651,560.201859,246,48676,0.038756,0
1,1020,39977,0,0,0,471.9428,634.53285,444.172995,226,9847,0.269437,0
1,1020,39984,0,0,0,471.9428,610.36017,427.252119,180,1066,0.62406,0
1,1020,39991,0,0,0,471.9428,610.36017,518.8061445,1073,2403,0.120097,0
1,1020,39998,0,0,0,471.9428,598.27383,598.27383,922,3226,0.015229,0
1,1020,40005,0,0,0,471.9428,622.44651,466.8348825,747,14762,0.030816,0
1,1020,40012,0,0,0,471.9428,634.53285,444.172995,623,20106,0.033264,0
1,1020,40019,0,0,0,471.9428,622.44651,622.44651,563,12707,0.119052,0
1,1020,40026,0,0,0,471.9428,628.48968,597.065196,503,14394,0.271713,0
1,1020,40033,0,0,0,471.9428,580.14432,522.129888,426,4687,0.162913,0
1,1020,40040,0,0,0,471.9428,622.44651,529.0795335,360,6305,0.113342,0
1,1020,40047,0,0,0,471.9428,628.48968,565.640712,276,44852,0.041483,0
1,1020,40054,0,0,0,471.9428,592.23066,414.561462,241,29573,0.085204,0
1,1020,40061,0,0,0,471.9428,616.40334,462.302505,194,15492,0.606119,0.002838
1,1020,40068,0,0,0,471.9428,616.40334,616.40334,172,10943,0.268851,0.003406
1,1020,40075,0,0,0,471.9428,592.23066,592.23066,147,32736,0.146152,0
1,1020,40082,0,0,0,471.9428,628.48968,439.942776,831,6762,0.103244,0
1,1020,40089,0,0,0,471.9428,604.317,604.317,893,3810,0.324119,0
1,1020,40096,0,0,0,471.9428,598.27383,448.7053725,788,57152,0.088974,0
1,1020,40103,0,0,0,471.9428,598.27383,418.791681,694,27091,0.039689,0
1,1020,40110,0,0,0,471.9428,580.14432,580.14432,584,43122,0.453595,0
1,1020,40117,0,0,0,471.9428,586.18749,468.949992,423,7357,0.35647,0
1,1020,40124,0,0,0,471.9428,574.10115,401.870805,391,41104,0.435584,0
1,1020,40131,0,0,0,471.9428,586.18749,586.18749,307,9823,0.094332,0
1,1020,40138,0,0,0,471.9428,610.36017,610.36017,270,0,0.339704,0
1,1020,40145,0,0,0,471.9428,610.36017,518.8061445,238,0,0.132744,0
1,1020,40152,0,0,0,471.9428,628.48968,565.640712,211,6,0,0
1,1020,40159,0,0,0,471.9428,628.48968,597.065196,181,14,0,0
1,1020,40166,0,0,0,471.9428,604.317,513.66945,386,34,0.000059,0
1,1020,40173,0,0,0,471.9428,592.23066,503.396061,1167,16,0.000137,0.003022
1,1020,40180,0,0,0,471.9428,622.44651,529.0795335,925,11910,0.000487,0.002822
1,1022,39452,0,0,0,586.6584,640.604,448.4228,1032,16218,0.000148,0.000292
1,1022,39459,0,0,0,586.6584,701.2928,701.2928,949,363,0.147041,0
1,1022,39466,0,0,0,586.6584,701.2928,561.03424,742,99,0.141032,0
1,1022,39473,0,0,0,586.6584,701.2928,490.90496,633,237,0.003599,0
1,1022,39480,0,0,0,586.6584,701.2928,666.22816,534,230,0.00142,0
1,1022,39487,0,0,0,586.6584,694.5496,486.18472,518,1121,0.002935,0
